,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
23,-1,1100,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,0.0
24,-1,1200,RAINFOREST_RESIN,9995.0,21.0,,,,,9998.0,1.0,10005.0,21.0,,,9996.5,0.0
25,-1,1200,KELP,2024.0,21.0,,,,,2026.0,8.0,2028.0,21.0,,,2025.0,0.0
26,-1,1300,KELP,2024.0,31.0,,,,,2028.0,31.0,,,,,2026.0,0.0
27,-1,1300,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,30.0,10004.0,1.0,10005.0,30.0,,,10003.0,2.0
28,-1,1400,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,4.0
29,-1,1400,KELP,2025.0,3.0,2024.0,25.0,,,2028.0,26.0,,,,,2026.5,0.0
30,-1,1500,KELP,2024.0,27.0,,,,,2028.0,27.0,,,,,2026.0,0.0
31,-1,1500,RAINFOREST_RESIN,9995.0,27.0,,,,,10005.0,27.0,,,,,10000.0,4.0
32,-1,1600,RAINFOREST_RESIN,9995.0,29.0,,,,,10005.0,29.0,,,,,10000.0,4.0
33,-1,1600,KELP,2024.0,29.0,,,,,2026.0,4.0,2028.0,29.0,,,2025.0,0.0
34,-1,1700,KELP,2024.0,22.0,,,,,2026.0,8.0,2028.0,22.0,,,2025.0,0.0
35,-1,1700,RAINFOREST_RESIN,9996.0,2.0,9995.0,20.0,,,10002.0,1.0,10004.0,2.0,10005.0,20.0,9999.0,4.0
36,-1,1800,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,22.0,10004.0,1.0,10005.0,22.0,,,10003.0,4.0
37,-1,1800,KELP,2024.0,23.0,,,,,2028.0,23.0,,,,,2026.0,0.0
38,-1,1900,KELP,2024.0,29.0,,,,,2026.0,5.0,2027.0,29.0,,,2025.0,0.0
39,-1,1900,RAINFOREST_RESIN,9996.0,1.0,9995.0,28.0,,,10004.0,1.0,10005.0,28.0,,,10000.0,6.0
40,-1,2000,KELP,2024.0,26.0,,,,,2027.0,26.0,,,,,2025.5,0.0
41,-1,2000,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,9998.0,1.0,10004.0,2.0,10005.0,24.0,9997.0,6.0
42,-1,2100,RAINFOREST_RESIN,9996.0,2.0,9995.0,25.0,,,10002.0,3.0,10004.0,2.0,10005.0,25.0,9999.0,8.0
43,-1,2100,KELP,2024.0,27.0,,,,,2027.0,2.0,2028.0,25.0,,,2025.5,0.0
44,-1,2200,RAINFOREST_RESIN,9998.0,8.0,9996.0,1.0,9995.0,24.0,10004.0,1.0,10005.0,24.0,,,10001.0,8.0
45,-1,2200,KELP,2024.0,25.0,,,,,2026.0,7.0,2027.0,1.0,2028.0,24.0,2025.0,0.0
46,-1,2300,KELP,2024.0,32.0,,,,,2028.0,32.0,,,,,2026.0,0.0
47,-1,2300,RAINFOREST_RESIN,9998.0,7.0,9996.0,2.0,9995.0,30.0,10004.0,2.0,10005.0,30.0,,,10001.0,8.0
48,-1,2400,KELP,2024.0,29.0,,,,,2025.0,1.0,2028.0,29.0,,,2024.5,0.0
49,-1,2400,RAINFOREST_RESIN,9995.0,29.0,,,,,10005.0,29.0,,,,,10000.0,8.0
50,-1,2500,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,8.0
51,-1,2500,KELP,2025.0,2.0,2024.0,23.0,,,2027.0,1.0,2028.0,22.0,,,2026.0,0.0
52,-1,2600,RAINFOREST_RESIN,9995.0,23.0,,,,,10005.0,23.0,,,,,10000.0,8.0
53,-1,2600,KELP,2025.0,3.0,2024.0,23.0,,,2028.0,23.0,,,,,2026.5,0.0
54,-1,2700,KELP,2024.0,26.0,,,,,2027.0,26.0,,,,,2025.5,0.0
55,-1,2700,RAINFOREST_RESIN,9998.0,6.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,8.0
56,-1,2800,KELP,2023.0,25.0,,,,,2027.0,25.0,,,,,2025.0,0.0
57,-1,2800,RAINFOREST_RESIN,9995.0,25.0,,,,,10005.0,25.0,,,,,10000.0,8.0
58,-1,2900,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,8.0
59,-1,2900,KELP,2023.0,26.0,,,,,2027.0,26.0,,,,,2025.0,0.0
60,-1,3000,RAINFOREST_RESIN,9998.0,1.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,8.0
61,-1,3000,KELP,2024.0,29.0,,,,,2027.0,26.0,,,,,2025.5,0.0
62,-1,3100,KELP,2023.0,26.0,,,,,2025.0,5.0,2026.0,26.0,,,2024.0,0.0
63,-1,3100,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,8.0
64,-1,3200,KELP,2023.0,23.0,,,,,2025.0,3.0,2026.0,23.0,,,2024.0,0.0
65,-1,3200,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,8.0
66,-1,3300,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,8.0
67,-1,3300,KELP,2023.0,32.0,,,,,2025.0,2.0,2026.0,32.0,,,2024.0,0.0
68,-1,3400,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,8.0
69,-1,3400,KELP,2023.0,26.0,,,,,2026.0,26.0,,,,,2024.5,0.0
70,-1,3500,KELP,2023.0,26.0,,,,,2026.0,26.0,,,,,2024.5,0.0
71,-1,3500,RAINFOREST_RESIN,9995.0,26.0,,,,,10005.0,26.0,,,,,10000.0,8.0
72,-1,3600,KELP,2023.0,21.0,,,,,2026.0,21.0,,,,,2024.5,0.0
73,-1,3600,RAINFOREST_RESIN,9995.0,21.0,,,,,9998.0,4.0,10005.0,21.0,,,9996.5,8.0
74,-1,3700,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,23.0,10004.0,1.0,10005.0,23.0,,,10003.0,16.0
75,-1,3700,KELP,2023.0,27.0,,,,,2026.0,24.0,,,,,2024.5,0.0
76,-1,3800,RAINFOREST_RESIN,9996.0,2.0,9995.0,23.0,,,10002.0,10.0,10004.0,2.0,10005.0,23.0,9999.0,18.0
77,-1,3800,KELP,2023.0,25.0,,,,,2026.0,25.0,,,,,2024.5,0.0
78,-1,3900,KELP,2023.0,28.0,,,,,2026.0,26.0,,,,,2024.5,0.0
79,-1,3900,RAINFOREST_RESIN,9998.0,1.0,9996.0,1.0,9995.0,25.0,10004.0,1.0,10005.0,25.0,,,10001.0,18.0
80,-1,4000,KELP,2023.0,32.0,,,,,2026.0,32.0,,,,,2024.5,0.0
81,-1,4000,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,18.0
82,-1,4100,RAINFOREST_RESIN,9996.0,2.0,9995.0,27.0,,,10004.0,2.0,10005.0,27.0,,,10000.0,18.0
83,-1,4100,KELP,2023.0,29.0,,,,,2027.0,29.0,,,,,2025.0,0.0
84,-1,4200,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10002.0,4.0,10004.0,2.0,10005.0,24.0,9999.0,18.0
85,-1,4200,KELP,2023.0,26.0,,,,,2027.0,26.0,,,,,2025.0,0.0
86,-1,4300,KELP,2023.0,29.0,,,,,2024.0,5.0,2026.0,22.0,,,2023.5,0.0
87,-1,4300,RAINFOREST_RESIN,9995.0,22.0,,,,,9998.0,1.0,10000.0,6.0,10005.0,22.0,9996.5,18.0
88,-1,4400,KELP,2023.0,30.0,,,,,2026.0,30.0,,,,,2024.5,0.0
89,-1,4400,RAINFOREST_RESIN,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,20.0
90,-1,4500,RAINFOREST_RESIN,9996.0,1.0,9995.0,28.0,,,10002.0,10.0,10004.0,1.0,10005.0,28.0,9999.0,20.0
91,-1,4500,KELP,2023.0,28.0,,,,,2026.0,29.0,,,,,2024.5,0.0
92,-1,4600,RAINFOREST_RESIN,9996.0,1.0,9995.0,29.0,,,10002.0,10.0,10004.0,1.0,10005.0,29.0,9999.0,20.0
93,-1,4600,KELP,2023.0,30.0,,,,,2026.0,30.0,,,,,2024.5,0.0
94,-1,4700,KELP,2023.0,25.0,,,,,2025.0,3.0,2026.0,32.0,,,2024.0,0.0
95,-1,4700,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,20.0
96,-1,4800,KELP,2023.0,24.0,,,,,2027.0,24.0,,,,,2025.0,0.0
97,-1,4800,RAINFOREST_RESIN,9998.0,6.0,9996.0,2.0,9995.0,22.0,10004.0,2.0,10005.0,22.0,,,10001.0,20.0
98,-1,4900,RAINFOREST_RESIN,9995.0,22.0,,,,,10002.0,7.0,10005.0,22.0,,,9998.5,20.0
99,-1,4900,KELP,2023.0,22.0,,,,,2027.0,22.0,,,,,2025.0,0.0
100,-1,5000,RAINFOREST_RESIN,9998.0,3.0,9996.0,2.0,9995.0,28.0,10004.0,2.0,10005.0,28.0,,,10001.0,20.0
101,-1,5000,KELP,2023.0,30.0,,,,,2026.0,30.0,,,,,2024.5,0.0
102,-1,5100,KELP,2023.0,37.0,,,,,2026.0,31.0,,,,,2024.5,0.0
103,-1,5100,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,20.0
104,-1,5200,KELP,2023.0,35.0,,,,,2026.0,27.0,,,,,2024.5,0.0
105,-1,5200,RAINFOREST_RESIN,9998.0,9.0,9996.0,1.0,9995.0,26.0,10004.0,1.0,10005.0,26.0,,,10001.0,20.0
106,-1,5300,RAINFOREST_RESIN,9996.0,1.0,9995.0,20.0,,,10004.0,1.0,10005.0,20.0,,,10000.0,20.0
107,-1,5300,KELP,2025.0,1.0,2023.0,21.0,,,2026.0,21.0,,,,,2025.5,0.0
108,-1,5400,RAINFOREST_RESIN,9995.0,21.0,,,,,10005.0,21.0,,,,,10000.0,20.0
109,-1,5400,KELP,2023.0,21.0,,,,,2025.0,6.0,2027.0,21.0,,,2024.0,0.0
110,-1,5500,KELP,2023.0,27.0,,,,,2027.0,27.0,,,,,2025.0,0.0
111,-1,5500,RAINFOREST_RESIN,9995.0,27.0,,,,,10005.0,27.0,,,,,10000.0,20.0
112,-1,5600,KELP,2025.0,2.0,2023.0,28.0,,,2027.0,28.0,,,,,2026.0,0.0
113,-1,5600,RAINFOREST_RESIN,9995.0,28.0,,,,,10005.0,28.0,,,,,10000.0,20.0
114,-1,5700,RAINFOREST_RESIN,9998.0,2.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,20.0
115,-1,5700,KELP,2024.0,26.0,,,,,2027.0,27.0,,,,,2025.5,0.0
116,-1,5800,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,20.0
117,-1,5800,KELP,2024.0,31.0,,,,,2027.0,31.0,,,,,2025.5,0.0
118,-1,5900,KELP,2024.0,35.0,,,,,2027.0,30.0,,,,,2025.5,0.0
119,-1,5900,RAINFOREST_RESIN,9996.0,2.0,9995.0,28.0,,,10004.0,2.0,10005.0,28.0,,,10000.0,20.0
120,-1,6000,KELP,2024.0,30.0,,,,,2027.0,30.0,,,,,2025.5,0.0
121,-1,6000,RAINFOREST_RESIN,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,20.0
122,-1,6100,RAINFOREST_RESIN,9996.0,1.0,9995.0,24.0,,,10004.0,1.0,10005.0,24.0,,,10000.0,20.0
123,-1,6100,KELP,2024.0,24.0,,,,,2027.0,25.0,,,,,2025.5,0.0
124,-1,6200,RAINFOREST_RESIN,9996.0,1.0,9995.0,21.0,,,10004.0,1.0,10005.0,21.0,,,10000.0,20.0
125,-1,6200,KELP,2024.0,22.0,,,,,2027.0,22.0,,,,,2025.5,0.0
126,-1,6300,KELP,2024.0,30.0,,,,,2027.0,25.0,,,,,2025.5,0.0
127,-1,6300,RAINFOREST_RESIN,9996.0,2.0,9995.0,23.0,,,10004.0,2.0,10005.0,23.0,,,10000.0,20.0
128,-1,6400,KELP,2024.0,25.0,,,,,2027.0,25.0,,,,,2025.5,0.0
129,-1,6400,RAINFOREST_RESIN,9996.0,1.0,9995.0,24.0,,,10004.0,1.0,10005.0,24.0,,,10000.0,20.0
130,-1,6500,RAINFOREST_RESIN,9996.0,1.0,9995.0,26.0,,,9998.0,1.0,10004.0,1.0,10005.0,26.0,9997.0,20.0
131,-1,6500,KELP,2024.0,27.0,,,,,2027.0,27.0,,,,,2025.5,0.0
132,-1,6600,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,22.0
133,-1,6600,KELP,2024.0,26.0,,,,,2028.0,26.0,,,,,2026.0,0.0
134,-1,6700,KELP,2025.0,7.0,2024.0,20.0,,,2028.0,20.0,,,,,2026.5,0.0
135,-1,6700,RAINFOREST_RESIN,9995.0,20.0,,,,,10002.0,3.0,10005.0,20.0,,,9998.5,22.0
136,-1,6800,KELP,2024.0,32.0,,,,,2026.0,8.0,2027.0,2.0,2028.0,30.0,2025.0,0.0
137,-1,6800,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,22.0
138,-1,6900,RAINFOREST_RESIN,9996.0,1.0,9995.0,26.0,,,10002.0,5.0,10004.0,1.0,10005.0,26.0,9999.0,22.0
139,-1,6900,KELP,2024.0,27.0,,,,,2026.0,1.0,2027.0,27.0,,,2025.0,0.0
140,-1,7000,RAINFOREST_RESIN,9998.0,2.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,22.0
141,-1,7000,KELP,2026.0,4.0,2024.0,27.0,,,2027.0,27.0,,,,,2026.5,0.0
142,-1,7100,KELP,2024.0,30.0,,,,,2027.0,30.0,,,,,2025.5,0.0
143,-1,7100,RAINFOREST_RESIN,9996.0,1.0,9995.0,29.0,,,10004.0,1.0,10005.0,29.0,,,10000.0,22.0
144,-1,7200,KELP,2024.0,28.0,,,,,2027.0,28.0,,,,,2025.5,0.0
145,-1,7200,RAINFOREST_RESIN,9998.0,5.0,9996.0,1.0,9995.0,27.0,10004.0,1.0,10005.0,27.0,,,10001.0,22.0
146,-1,7300,RAINFOREST_RESIN,10002.0,1.0,9996.0,2.0,9995.0,29.0,10004.0,2.0,10005.0,29.0,,,10003.0,22.0
147,-1,7300,KELP,2024.0,35.0,,,,,2027.0,31.0,,,,,2025.5,0.0
148,-1,7400,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,24.0
149,-1,7400,KELP,2024.0,22.0,,,,,2027.0,23.0,,,,,2025.5,0.0
150,-1,7500,KELP,2024.0,25.0,,,,,2027.0,25.0,,,,,2025.5,0.0
151,-1,7500,RAINFOREST_RESIN,9995.0,25.0,,,,,10002.0,10.0,10005.0,25.0,,,9998.5,24.0
152,-1,7600,KELP,2024.0,22.0,,,,,2027.0,22.0,,,,,2025.5,0.0
153,-1,7600,RAINFOREST_RESIN,9996.0,2.0,9995.0,20.0,,,10004.0,2.0,10005.0,20.0,,,10000.0,24.0
154,-1,7700,RAINFOREST_RESIN,9995.0,22.0,,,,,10005.0,22.0,,,,,10000.0,24.0
155,-1,7700,KELP,2024.0,21.0,,,,,2027.0,22.0,,,,,2025.5,0.0
156,-1,7800,RAINFOREST_RESIN,9998.0,3.0,9996.0,1.0,9995.0,22.0,10004.0,1.0,10005.0,22.0,,,10001.0,24.0
157,-1,7800,KELP,2024.0,23.0,,,,,2027.0,23.0,,,,,2025.5,0.0
158,-1,7900,KELP,2024.0,31.0,,,,,2027.0,27.0,,,,,2025.5,0.0
159,-1,7900,RAINFOREST_RESIN,9996.0,1.0,9995.0,26.0,,,10004.0,1.0,10005.0,26.0,,,10000.0,24.0
160,-1,8000,KELP,2024.0,27.0,,,,,2026.0,8.0,2027.0,27.0,,,2025.0,0.0
161,-1,8000,RAINFOREST_RESIN,9995.0,27.0,,,,,10005.0,27.0,,,,,10000.0,24.0
162,-1,8100,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,24.0
163,-1,8100,KELP,2023.0,23.0,,,,,2027.0,23.0,,,,,2025.0,0.0
164,-1,8200,RAINFOREST_RESIN,9995.0,23.0,,,,,10005.0,23.0,,,,,10000.0,24.0
165,-1,8200,KELP,2023.0,23.0,,,,,2025.0,1.0,2026.0,23.0,,,2024.0,0.0
166,-1,8300,KELP,2023.0,30.0,,,,,2026.0,30.0,,,,,2024.5,0.0
167,-1,8300,RAINFOREST_RESIN,9996.0,1.0,9995.0,29.0,,,10004.0,1.0,10005.0,29.0,,,10000.0,24.0
168,-1,8400,RAINFOREST_RESIN,9995.0,28.0,,,,,10005.0,28.0,,,,,10000.0,24.0
169,-1,8400,KELP,2023.0,28.0,,,,,2026.0,28.0,,,,,2024.5,0.0
170,-1,8500,KELP,2023.0,31.0,,,,,2026.0,31.0,,,,,2024.5,0.0
171,-1,8500,RAINFOREST_RESIN,9998.0,10.0,9996.0,2.0,9995.0,29.0,10004.0,2.0,10005.0,29.0,,,10001.0,24.0
172,-1,8600,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,24.0
173,-1,8600,KELP,2023.0,22.0,,,,,2026.0,23.0,,,,,2024.5,0.0
174,-1,8700,KELP,2023.0,27.0,,,,,2025.0,4.0,2026.0,27.0,,,2024.0,0.0
175,-1,8700,RAINFOREST_RESIN,9998.0,10.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,24.0
176,-1,8800,RAINFOREST_RESIN,9995.0,25.0,,,,,9998.0,1.0,10005.0,25.0,,,9996.5,24.0
177,-1,8800,KELP,2024.0,7.0,2023.0,25.0,,,2027.0,25.0,,,,,2025.5,0.0
178,-1,8900,KELP,2024.0,1.0,2023.0,26.0,,,2027.0,26.0,,,,,2025.5,0.0
179,-1,8900,RAINFOREST_RESIN,9998.0,9.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,26.0
180,-1,9000,RAINFOREST_RESIN,9996.0,2.0,9995.0,29.0,,,10004.0,2.0,10005.0,29.0,,,10000.0,26.0
181,-1,9000,KELP,2023.0,31.0,,,,,2027.0,31.0,,,,,2025.0,0.0
182,-1,9100,KELP,2023.0,29.0,,,,,2026.0,2.0,2027.0,27.0,,,2024.5,0.0
183,-1,9100,RAINFOREST_RESIN,9998.0,3.0,9996.0,2.0,9995.0,27.0,10004.0,2.0,10005.0,27.0,,,10001.0,26.0
184,-1,9200,RAINFOREST_RESIN,9998.0,10.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,26.0
185,-1,9200,KELP,2023.0,27.0,,,,,2025.0,7.0,2026.0,27.0,,,2024.0,0.0
186,-1,9300,KELP,2023.0,21.0,,,,,2026.0,21.0,,,,,2024.5,0.0
187,-1,9300,RAINFOREST_RESIN,9996.0,1.0,9995.0,20.0,,,10004.0,1.0,10005.0,20.0,,,10000.0,26.0
188,-1,9400,RAINFOREST_RESIN,9998.0,2.0,9996.0,2.0,9995.0,21.0,10004.0,2.0,10005.0,21.0,,,10001.0,26.0
189,-1,9400,KELP,2023.0,23.0,,,,,2026.0,23.0,,,,,2024.5,0.0
190,-1,9500,KELP,2023.0,35.0,,,,,2026.0,31.0,,,,,2024.5,0.0
191,-1,9500,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,26.0
192,-1,9600,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,26.0
193,-1,9600,KELP,2023.0,31.0,,,,,2026.0,31.0,,,,,2024.5,0.0
194,-1,9700,KELP,2023.0,22.0,,,,,2026.0,22.0,,,,,2024.5,0.0
195,-1,9700,RAINFOREST_RESIN,9995.0,22.0,,,,,10002.0,1.0,10005.0,22.0,,,9998.5,26.0
196,-1,9800,RAINFOREST_RESIN,9995.0,26.0,,,,,10005.0,26.0,,,,,10000.0,26.0
197,-1,9800,KELP,2023.0,26.0,,,,,2026.0,26.0,,,,,2024.5,0.0
198,-1,9900,KELP,2025.0,4.0,2023.0,25.0,,,2026.0,25.0,,,,,2025.5,0.0
199,-1,9900,RAINFOREST_RESIN,9995.0,25.0,,,,,10005.0,25.0,,,,,10000.0,26.0
200,-1,10000,RAINFOREST_RESIN,9995.0,28.0,,,,,10005.0,28.0,,,,,10000.0,26.0
201,-1,10000,KELP,2023.0,36.0,,,,,2026.0,28.0,,,,,2024.5,0.0
202,-1,10100,KELP,2023.0,25.0,,,,,2026.0,25.0,,,,,2024.5,0.0
203,-1,10100,RAINFOREST_RESIN,9996.0,1.0,9995.0,24.0,,,10002.0,3.0,10004.0,1.0,10005.0,24.0,9999.0,26.0
204,-1,10200,RAINFOREST_RESIN,9996.0,2.0,9995.0,26.0,,,10004.0,2.0,10005.0,26.0,,,10000.0,26.0
205,-1,10200,KELP,2022.0,28.0,,,,,2026.0,28.0,,,,,2024.0,0.0
206,-1,10300,KELP,2024.0,1.0,2022.0,35.0,,,2025.0,27.0,,,,,2024.5,0.0
207,-1,10300,RAINFOREST_RESIN,9998.0,4.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,26.0
208,-1,10400,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,28.0,10004.0,1.0,10005.0,28.0,,,10003.0,26.0
209,-1,10400,KELP,2023.0,1.0,2022.0,29.0,,,2026.0,29.0,,,,,2024.5,0.0
210,-1,10500,KELP,2023.0,2.0,2022.0,29.0,,,2026.0,31.0,,,,,2024.5,0.0
211,-1,10500,RAINFOREST_RESIN,9998.0,4.0,9996.0,2.0,9995.0,29.0,10004.0,2.0,10005.0,29.0,,,10001.0,28.0
212,-1,10600,RAINFOREST_RESIN,9996.0,2.0,9995.0,29.0,,,10000.0,4.0,10004.0,2.0,10005.0,29.0,9998.0,28.0
213,-1,10600,KELP,2022.0,31.0,,,,,2023.0,4.0,2024.0,4.0,2025.0,31.0,2022.5,0.0
214,-1,10700,KELP,2022.0,29.0,,,,,2025.0,28.0,,,,,2023.5,0.0
215,-1,10700,RAINFOREST_RESIN,9998.0,8.0,9995.0,28.0,,,10005.0,28.0,,,,,10001.5,28.0
216,-1,10800,RAINFOREST_RESIN,9998.0,5.0,9996.0,2.0,9995.0,22.0,10004.0,2.0,10005.0,22.0,,,10001.0,28.0
217,-1,10800,KELP,2022.0,27.0,,,,,2025.0,24.0,,,,,2023.5,0.0
218,-1,10900,KELP,2022.0,35.0,,,,,2025.0,28.0,,,,,2023.5,0.0
219,-1,10900,RAINFOREST_RESIN,9996.0,1.0,9995.0,27.0,,,10004.0,1.0,10005.0,27.0,,,10000.0,28.0
220,-1,11000,KELP,2024.0,7.0,2022.0,24.0,,,2025.0,24.0,,,,,2024.5,0.0
221,-1,11000,RAINFOREST_RESIN,9995.0,24.0,,,,,10002.0,7.0,10005.0,24.0,,,9998.5,28.0
222,-1,11100,RAINFOREST_RESIN,9998.0,3.0,9995.0,21.0,,,10005.0,21.0,,,,,10001.5,28.0
223,-1,11100,KELP,2022.0,21.0,,,,,2025.0,21.0,,,,,2023.5,2.9443359375
224,-1,11200,RAINFOREST_RESIN,9996.0,2.0,9995.0,21.0,,,10002.0,7.0,10004.0,2.0,10005.0,21.0,9999.0,28.0
225,-1,11200,KELP,2022.0,23.0,,,,,2025.0,23.0,,,,,2023.5,3.5068359375
226,-1,11300,KELP,2022.0,25.0,,,,,2025.0,22.0,,,,,2023.5,2.9794921875
227,-1,11300,RAINFOREST_RESIN,9996.0,1.0,9995.0,21.0,,,10004.0,1.0,10005.0,21.0,,,10000.0,28.0
228,-1,11400,KELP,2022.0,26.0,,,,,2025.0,26.0,,,,,2023.5,2.220703125
229,-1,11400,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,28.0
230,-1,11500,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10002.0,7.0,10004.0,1.0,10005.0,25.0,9999.0,28.0
231,-1,11500,KELP,2022.0,26.0,,,,,2024.0,8.0,2025.0,26.0,,,2023.0,2.51171875
